(title "X Velocity")
(labels "Position" "X Velocity")

((xy/key/label "cilindro")
-9.4148	0.0144602
-9.51893	0.00685623
-9.62306	-0.000469944
-9.7272	-0.00746514
-9.83133	-0.0140683
-9.93547	-0.020207
-10.0396	-0.0258006
-10.1437	-0.0307481
-10.2479	-0.0349441
-10.352	-0.0382351
-10.4561	-0.040501
-10.5603	-0.0416037
-10.6644	-0.0412504
-10.7685	-0.0392982
-10.8727	-0.0356392
-10.9768	-0.030138
-11.0772	-0.0231409
-11.1676	-0.0157791
-11.2439	-0.0093018
-11.3056	-0.00456512
-11.356	-0.00159663
-11.398	0
)
